Index,Acreage_data Page,Pop_data Page,STATE/SUPERINTENDENCY,TRIBE,AGENCY,RESERVATION,YEAR,POPULATION,ACREAGE,SCHOOL,N_STUDENTS,DAY Y/N/B,BOARDING_N_ACC,DAY_N_ACC,STUDENTS_ENROLL,AVG_ATTENDANCE,N_MISSIONARIES,ARCHIVE NOTES,,
206,NA,378,Northern Superintendency,Brule and Ogallalla Sioux,,,1867,7883,NA,NA,30+20,NA,NA,NA,,NA,NA,,,
207,NA,378,Northern Superintendency,Cheyennes,,,1867,1800,NA,NA,NA,NA,NA,NA,,NA,NA,,,
208,NA,378,Northern Superintendency,Arapahoes,,,1867,750,NA,NA,NA,NA,NA,NA,,NA,NA,,,
209,383,378,Northern Superintendency,Santee Sioux,,,1867,1340,130 (sm),NA,171+130,NA,NA,NA,,NA,10,,,
210,,378,Central Superintendency,Pottawatomies of the Mississippi,,,1867,2180,NA,NA,141+112,NA,NA,NA,,NA,25,,,
211,,378,Central Superintendency,Sacs and Foxes of the Mississippi,,,1867,715,135 (sm),NA,12+6,NA,NA,NA,,NA,1,,,
212,,378,Central Superintendency,Chippewas and Christians,,,1867,84,5760 (A),NA,12+6,NA,NA,NA,,NA,1,,,
213,383,,Central Superintendency,Orageriver Agency Indians,,,1867,,111880 (A),NA,,NA,NA,NA,,NA,,,,
214,NA,378,Central Superintendency,Miamies of Kansas,,,1867,117,NA,NA,NA,NA,NA,NA,,NA,NA,,,
215,NA,378,Central Superintendency,"Peorias, Piankeshaws, Kaskaskias, and Weas",,,1867,218,NA,NA,NA,NA,NA,NA,,NA,NA,,,
216,383,378,Central Superintendency,Shawnees,,,1867,721,200000 (A),NA,22+20,NA,NA,NA,,NA,NA,,,
217,383,378,Central Superintendency,Delawares,,,1867,1052,105000 (A),NA,42+39,NA,NA,NA,,NA,NA,,,
218,383,378,Central Superintendency,Kansas or Kaws,,,1867,658,80640 (A),NA,35+29,NA,NA,NA,,NA,NA,,,
219,383,378,Central Superintendency,Kickapoos,,,1867,282,28580 (A),NA,13+5,NA,NA,NA,,NA,NA,,,
220,383,378,Central Superintendency,Ottawas  ,,,1867,200,76000 (A),NA,NA,NA,NA,NA,,NA,NA,,,
221,383,378,Central Superintendency,Kiowas and Comanches,,,1867,4000,NA,NA,NA,NA,NA,NA,,NA,NA,,,
222,NA,378,Central Superintendency,Apaches,,,1867,800,NA,NA,NA,NA,NA,NA,,NA,NA,,,
223,383,378,Central Superintendency,Arapahoes and Cheyennes,,,1867,2800,NA,NA,NA,NA,NA,NA,,NA,NA,,,
224,383,378,Southern Superintendency ,Creeks,,,1867,12294,5074 (sm),NA,250+250,NA,NA,NA,,NA,NA,,,
225,383,378,Southern Superintendency ,Cherokees,,,1867,14000,21400 (sm),NA,NA,NA,NA,NA,,NA,NA,,,
226,383,379,Southern Superintendency ,Choctaws,,,1867,12500,10427 (sm),NA,NA,NA,NA,NA,,NA,NA,,,
227,383,379,Southern Superintendency ,Chickasaws,,,1867,4500,Combined w/above,NA,NA,NA,NA,NA,,NA,NA,,,
228,383,379,Southern Superintendency ,Seminoles,,,1867,2236,200000 (A),NA,NA,NA,NA,NA,,NA,1,,,
229,383,379,Southern Superintendency ,Osages,,,1867,2412,4380 (A),NA,49+33,NA,NA,NA,,NA,NA,,,
230,383,379,Southern Superintendency ,Quapaws,,,1867,265,960000 (A),NA,12+2,NA,NA,NA,,NA,3,,,
231,383,379,Southern Superintendency ,Senecas and Shawnees,,,1867,201,65000 (A),NA,NA,NA,NA,NA,,NA,NA,,,
232,383,379,Southern Superintendency ,Senecas  ,,,1867,92,65000 (A),NA,NA,NA,NA,NA,,NA,NA,,,
233,383,379,Southern Superintendency ,Wichitas,,,1867,364,NA,NA,NA,NA,NA,NA,,NA,NA,,,
234,384,379,Southern Superintendency ,Keechies,,,1867,127,NA,NA,NA,NA,NA,NA,,NA,NA,,,
235,384,379,Southern Superintendency ,Wacoes,,,1867,124,NA,NA,NA,NA,NA,NA,,NA,NA,,,
236,384,379,Southern Superintendency ,Tawaccaras,,,1867,143,NA,NA,NA,NA,NA,NA,,NA,NA,,,
237,384,379,Southern Superintendency ,Caddoes and Ionies,,,1867,347,NA,NA,NA,NA,NA,NA,,NA,NA,,,
238,384,379,Southern Superintendency ,Shawnees,,,1867,486,NA,NA,NA,NA,NA,NA,,NA,NA,,,
239,384,379,Southern Superintendency ,Delawares,,,1867,98,NA,NA,NA,NA,NA,NA,,NA,NA,,,
240,NA,379,Southern Superintendency ,Indians belonging to some of these tribes not at their agencies,,,1867,100,NA,NA,NA,NA,NA,NA,,NA,NA,,,
241,384,379,New Mexico Superintendency ,Mohuache Utes,,,1867,594,NA,NA,NA,NA,NA,NA,,NA,NA,,,
242,384,379,New Mexico Superintendency ,Jicarilla Apaches,,,1867,1045,1280 (A),NA,NA,NA,NA,NA,,NA,NA,,,
243,384,379,New Mexico Superintendency ,Navajoes,,,1867,7320,1600 (sm),NA,NA,NA,NA,NA,,NA,NA,,,
244,384,379,New Mexico Superintendency ,Pueblos,,,1867,7000,439664 (A),NA,NA,NA,NA,NA,,NA,NA,,,
245,384,379,New Mexico Superintendency ,Capote Utes & Webinoche Utes,,,1867,1050,NA,NA,NA,NA,NA,NA,,NA,NA,,,
246,384,379,New Mexico Superintendency ,Wamenuche Utes,,,1867,1100,NA,NA,NA,NA,NA,NA,,NA,NA,,,
247,384,379,New Mexico Superintendency ,Mescalero Apaches and Mimbres,,,1867,750,NA,NA,NA,NA,NA,NA,,NA,NA,,,
248,NA,379,New Mexico Superintendency ,Captives in Peonage,,,1867,2000,NA,NA,NA,NA,NA,NA,,NA,NA,,,
249,384,379,Colorado Superintendency ,"Tubequache Utes, Grand River, and Uintah Utes",,,1867,5000,NA,NA,NA,NA,NA,NA,,NA,NA,,,
250,384,379,Colorado Superintendency ,Grand River and Uintah Utes,,,1867,"combined above, same as file",8800 (sm),NA,NA,NA,NA,NA,,NA,NA,,,
251,385,379,Idaho Superintendency ,Nez Perces,,,1867,3000,10000 (sm),NA,15+1,NA,NA,NA,,NA,NA,,,
252,385,379,Idaho Superintendency ,Coeur d'Alenes and Kootenayas,,,1867,700,NA,NA,NA,NA,NA,NA,,NA,NA,,,
253,385,379,Idaho Superintendency ,Boise and Bruneau Shoshones & c,,,1867,400,NA,NA,NA,NA,NA,NA,,NA,NA,,,
254,385,379,Idaho Superintendency ,Kammas Prairie Shoshones & c,,,1867,2000,NA,NA,NA,NA,NA,NA,,NA,NA,,,
255,384,379,Dakota Superintendency ,Lower Brule Sioux,,,1867,1600,NA,NA,NA,NA,NA,NA,,NA,NA,,,
256,384,379,Dakota Superintendency ,Lower Yanctonias Sioux,,,1867,2250,NA,NA,10+15,NA,NA,NA,,NA,NA,,,
257,384,379,Dakota Superintendency ,Two Kettle Sioux,,,1867,750,NA,NA,NA,NA,NA,NA,,NA,NA,,,
258,384,379,Dakota Superintendency ,Blackfeet Sioux,,,1867,1200,NA,NA,NA,NA,NA,NA,,NA,NA,,,
259,384,379,Dakota Superintendency ,Minneconjou Sioux,,,1867,3060,NA,NA,NA,NA,NA,NA,,NA,NA,,,
260,384,379,Dakota Superintendency ,Oncpapas,,,1867,3000,NA,NA,NA,NA,NA,NA,,NA,NA,,,
261,384,379,Dakota Superintendency ,Ogallallas,,,1867,3000,NA,NA,NA,NA,NA,NA,,NA,NA,,,
262,384,380,Dakota Superintendency ,Upper Yanctonais,,,1867,2400,NA,NA,NA,NA,NA,NA,,NA,NA,,,
263,384,380,Dakota Superintendency ,Sans Arcs,,,1867,720,NA,NA,NA,NA,NA,NA,,NA,NA,,,
264,384,380,Dakota Superintendency ,Poncas,,,1867,980,57600 (A),NA,NA,NA,NA,NA,,NA,NA,,,
265,384,380,Dakota Superintendency ,Yanctons,,,1867,2500,400000 (A),NA,NA,NA,NA,NA,,NA,NA,,,
266,384,380,Dakota Superintendency ,Arickarees,,,1867,1500,NA,NA,NA,NA,NA,NA,,NA,NA,,,
267,384,380,Dakota Superintendency ,Gros Ventres,,,1867,400,NA,NA,NA,NA,NA,NA,,NA,NA,,,
268,384,380,Dakota Superintendency ,Mandans,,,1867,400,NA,NA,NA,NA,NA,NA,,NA,NA,,,
269,385,380,Dakota Superintendency ,Assinaboines,,,1867,2640,NA,NA,NA,NA,NA,NA,,NA,NA,,,
270,385,380,Montana Superintendency,Flatheads,,,1867,558,5950,NA,NA,NA,NA,NA,,NA,NA,,,
271,385,380,Montana Superintendency,Upper Pend d'Oreilles,,,1867,918,Above,NA,NA,NA,NA,NA,,NA,NA,,,
272,385,380,Montana Superintendency,Kootenays,,,1867,287,Above,NA,NA,NA,NA,NA,,NA,NA,,,
273,NA,380,Montana Superintendency,Blackfeet Sioux,,,1867,2450,NA,NA,NA,NA,NA,NA,,NA,NA,,,
274,NA,380,Montana Superintendency,Piegans,,,1867,1870,NA,NA,NA,NA,NA,NA,,NA,NA,,,
275,NA,380,Montana Superintendency,Bloods,,,1867,2150,NA,NA,NA,NA,NA,NA,,NA,NA,,,
276,NA,380,Montana Superintendency,Gros Ventres,,,1867,1500,NA,NA,NA,NA,NA,NA,,NA,NA,,,
277,NA,380,Montana Superintendency,Crows,,,1867,3900,NA,NA,NA,NA,NA,NA,,NA,NA,,,
278,385,380,Washington Superintendency,"Yakamas, & C",,,1867,3400,2000 (sm),NA,11+9,NA,NA,NA,,NA,NA,,,
279,385,380,Washington Superintendency,"Quinaielts, Quillehutes, Queets, & C",,,1867,574,3840 (A),NA,NA,NA,NA,NA,,NA,NA,,,
280,385,380,Washington Superintendency,Skiallams and others,,,1867,800,NA,NA,9+4,NA,NA,NA,,NA,NA,,,
281,385,380,Washington Superintendency,Lummies and others,,,1867,838,NA,NA,NA,NA,NA,NA,,NA,NA,,,
282,385,380,Washington Superintendency,Tulalip and others,,,1867,1796,NA,NA,52+0,NA,NA,NA,,NA,NA,,,
283,385,380,Washington Superintendency,Puyallup and others,,,1867,1301,4480 (A),NA,18+0,NA,NA,NA,,NA,NA,,,
284,385,380,Washington Superintendency,Makahs and others,,,1867,680,2 (sm),NA,13+6,NA,NA,NA,,NA,NA,,,
285,NA,380,Washington Superintendency,"Colville, Spokane, Pend d'Oreilles, and C",,,1867,3000,NA,NA,NA,NA,NA,NA,,NA,NA,,,
286,385,380,California Superintendency,Round Valley,,,1867,1389,25000 (A),NA,NA,NA,NA,NA,,NA,NA,,,
287,385,381,California Superintendency,Hoopa Valley ,,,1867,550,38400 (A),NA,NA,NA,NA,NA,,NA,NA,,,
288,385,381,California Superintendency,Smith River,,,1867,395,1387 (A),NA,NA,NA,NA,NA,,NA,NA,,,
289,385,381,California Superintendency,Tule River,,,1867,1205,1280 (A),NA,NA,NA,NA,NA,,NA,NA,,,
290,385,381,California Superintendency,Mission Indians,,,1867,3300,NA,NA,NA,NA,NA,NA,,NA,NA,,,
291,385,381,California Superintendency,Coahuilas and others,,,1867,4400,NA,NA,NA,NA,NA,NA,,NA,NA,,,
292,385,381,California Superintendency,Kings River,,,1867,14900,NA,NA,NA,NA,NA,NA,,NA,NA,,,
293,385,381,Oregan Superintendency,Umatilla Reserve,,,1867,759,800 (sm),NA,15+25,NA,NA,NA,,NA,NA,,,
294,385,381,Oregan Superintendency,Warm Springs Reserve,,,1867,926,1800 (sm),NA,15+9,NA,NA,NA,,NA,NA,,,
295,385,381,Oregan Superintendency,Grand Ronde Reserve,,,1867,1407,1083 (sm),NA,15+14,NA,NA,NA,,NA,NA,,,
296,385,381,Oregan Superintendency,Klamath & C,,,1867,2000,1200 (sm),NA,NA,NA,NA,NA,,NA,NA,,,
297,NA,381,Oregan Superintendency,Tribes not under supervision of agents,,,1867,5100,NA,NA,NA,NA,NA,NA,,NA,NA,,,
298,385,381,Utah Superintendency ,Eastern Shoshones,,,1867,2000,NA,NA,NA,NA,NA,NA,,NA,NA,,,
299,,381,Utah Superintendency ,Northwestern Shoshones,,,1867,1800,NA,NA,NA,NA,NA,NA,,NA,NA,,,
300,,381,Utah Superintendency ,Western Shoshones,,,1867,2000,NA,NA,NA,NA,NA,NA,,NA,NA,,,
301,,381,Utah Superintendency ,Goship and Weber Utes,,,1867,1750,NA,NA,NA,NA,NA,NA,,NA,NA,,,
302,,381,Utah Superintendency ,Utabs,,,1867,11300,NA,NA,NA,NA,NA,NA,,NA,NA,,,
303,,381,Utah Superintendency ,"Mixed Shoshones, Bannacks, & C",,,1867,2400,NA,NA,NA,NA,NA,NA,,NA,NA,,,
304,386,381,Nevada Superintendency,Bannacks,,,1867,1500,500 (sm),NA,NA,NA,NA,NA,,NA,NA,,,
305,386,381,Nevada Superintendency,Shoshones,,,1867,2000,combined w/above,NA,NA,NA,NA,NA,,NA,NA,,,
306,386,381,Nevada Superintendency,PI-Utes,,,1867,4200,500 (sm),NA,NA,NA,NA,NA,,NA,NA,,,
307,386,381,Nevada Superintendency,Washocs,,,1867,500,NA,NA,NA,NA,NA,NA,,NA,NA,,,
308,386,381,Arizona Superintendency,Papagos,,,1867,6000,64000 (A),NA,NA,NA,NA,NA,,NA,NA,,,
309,386,381,Arizona Superintendency,Pima,,,1867,6000,combined w/above,NA,NA,NA,NA,NA,,NA,NA,,,
310,386,381,Arizona Superintendency,Tames Apaches,,,1867,70,combined w/above,NA,NA,NA,NA,NA,,NA,NA,,,
311,NA,381,Arizona Superintendency,Maricopa,,,1867,800,NA,NA,NA,NA,NA,NA,,NA,NA,,,
312,386,381,Arizona Superintendency,"Yumas, Yavapais, Mohaves, Hulapais",,,1867,9500,75000 (A),NA,NA,NA,NA,NA,,NA,NA,,,
313,NA,381,Arizona Superintendency,Apaches,,,1867,10000,NA,NA,NA,NA,NA,NA,,NA,NA,,,
314,364,NA,,Winnebagoes and Pattawatomies,Wisconsin Special Agency ,,1868,NA,NA,NA,,NA,NA,NA,,NA,,,,
315,364,359,,Chippewas of Lake Superior,Various Bands,,1868,4500,NA,NA,NA,NA,NA,NA,,NA,NA,,,
316,363,357,Oregan Superintendency ,,Siletz Agency ,,1868,2288,NA,NA,NA,NA,NA,NA,,NA,NA,,,
317,364,NA,,Sacs and Foxes of Iowa,Sacs and Foxes of Iowa,,1868,NA,NA,NA,,NA,NA,NA,,NA,,,,
318,364,359,,Cattaraugus ,New York Agency ,,1868,1374,NA,NA,NA,NA,NA,NA,,NA,NA,,,
319,NA,359,,Cayugas and Senecas,New York Agency ,,1868,159,NA,NA,NA,NA,NA,NA,,NA,NA,,,
320,NA,359,,Onondagas with Senecas,New York Agency ,,1868,143,NA,NA,NA,NA,NA,NA,,NA,NA,,,
321,364,359,,Alleghany ,New York Agency ,,1868,897,NA,NA,NA,NA,NA,NA,,NA,NA,,,
322,364,359,,Tonawanda,New York Agency ,,1868,586,NA,NA,NA,NA,NA,NA,,NA,NA,,,
323,364,359,,Tuscaroras,New York Agency ,,1868,367,NA,NA,NA,NA,NA,NA,,NA,NA,,,
324,364,359,,Oneidas,New York Agency ,,1868,192,NA,NA,NA,NA,NA,NA,,NA,NA,,,
325,NA,359,,Oneidas with Onondagas,New York Agency ,,1868,98,NA,NA,NA,NA,NA,NA,,NA,NA,,,
326,364,359,,Onondagas  ,New York Agency ,,1868,325,NA,NA,NA,NA,NA,NA,,NA,NA,,,
327,364,359,,Ottawas and Chippewas,Michigan Agency ,,1868,5252,NA,NA,15+8+24+20+10+10+14+14+21+16+10+5+23+5+84+72,NA,NA,NA,,NA,8,,,
328,364,359,,"Chippewas of Saginaw, Swan Creek, and Black River",Michigan Agency ,,1868,1555,NA,NA,22+11+29+23+21+15+10+5+29+43+22+6,NA,NA,NA,,NA,6,,,
329,364,359,,Chippewas of Lake Superior,Michigan Agency ,,1868,1060,NA,NA,22+6,NA,NA,NA,,NA,1,,,
330,364,359,,"Chippewas, Ottowas and Pottowattomies",Michigan Agency ,,1868,232,NA,NA,NA,NA,NA,NA,,NA,NA,,,
331,364,359,,Stockbridges and Munsees,Green Bay Agency ,,1868,400,46080 (A),NA,12+13,NA,NA,NA,,NA,1,,,
332,364,359,,Oneidas,Green Bay Agency ,,1868,1218,65000 (A),NA,111+117,NA,NA,NA,,NA,2,,,
333,364,359,,Menomonees,Green Bay Agency ,,1868,1418,230400 (A),NA,60+48,NA,NA,NA,,NA,1,,,
334,363,357,Oregan Superintendency ,,Alsea Agency ,,1868,525,NA,NA,NA,NA,NA,NA,,NA,NA,,,
335,360,354,Northern Superintendency ,Winnebagoes  ,,,1868,1512,200 (sm),NA,175+70,NA,NA,NA,,NA,1,,,
336,,354,Northern Superintendency ,Omahas,,,1868,1002,205000 (A),NA,30+30,NA,NA,NA,,NA,NA,,,
337,,354,Northern Superintendency ,Ottoes and Missourias,,,1868,471,NA,NA,NA,NA,NA,NA,,NA,NA,,,
338,,354,Northern Superintendency ,Pawnees,,,1868,2831,450 (sm),NA,39+26,NA,NA,NA,,NA,NA,,,
339,,354,Northern Superintendency ,Sac and Fox of Missouri,,,1868,82,16000 (A),NA,NA,NA,NA,NA,,NA,NA,,,
340,,354,Northern Superintendency ,Iowas,,,1868,246,16000 (A),NA,37+33,NA,NA,NA,,NA,1,,,
341,NA,354,Northern Superintendency ,Brulé and Ogallalla Sioux,,,1868,7885,NA,NA,NA,NA,NA,NA,,NA,NA,,,
342,NA,354,Northern Superintendency ,Cheyennes,,,1868,1800,NA,NA,NA,NA,NA,NA,,NA,4,,,
343,NA,354,Northern Superintendency ,Arapahoes,,,1868,750,NA,NA,NA,NA,NA,NA,,NA,NA,,,
344,360,354,Northern Superintendency ,Santee Sioux,,,1868,1376,NA,NA,166+144,NA,NA,NA,,NA,4,,,
345,360,354,Central Superintendency ,Pottowatomies,,,1868,1995,NA,NA,137+93,NA,NA,NA,,NA,NA,,,
346,360,354,Central Superintendency ,Sac and Foxes of Mississippi,,,1868,693,NA,NA,10+3,NA,NA,NA,,NA,NA,,,
347,360,354,Central Superintendency ,Chippewas and Munsees,,,1868,84,NA,NA,NA,NA,NA,NA,,NA,NA,,,
348,360,354,Central Superintendency ,Osage River Agency,,,1868,284,NA,NA,18+10,NA,NA,NA,,NA,NA,,,
349,360,354,Central Superintendency ,Shawnees,,,1868,649,NA,NA,39+31,NA,NA,NA,,NA,NA,,,
350,NA,354,Central Superintendency ,Delawares,,,1868,1052,NA,NA,NA,NA,NA,NA,,NA,NA,,,
351,360,354,Central Superintendency ,Osages,,,1868,3490,4380 (A),NA,35+36,NA,NA,NA,,NA,3,,,
352,NA,354,Central Superintendency ,Quapaws,,,1868,281,96000 (A),NA,10+1,NA,NA,NA,,NA,NA,,,
353,360,354,Central Superintendency ,Senecas and Shawnees,,,1868,205,60000 (A),NA,NA,NA,NA,NA,,NA,NA,,,
354,360,354,Central Superintendency ,Senecas  ,,,1868,101,67000 (A),NA,NA,NA,NA,NA,,NA,NA,,,
355,360,355,Central Superintendency ,Kansas,,,1868,539,NA,NA,48+33,NA,NA,NA,,NA,NA,,,
356,360,355,Central Superintendency ,Kickapoos,,,1868,269,2850 (A),NA,13+8,NA,NA,NA,,NA,NA,,,
357,360,355,Central Superintendency ,Ottowas,,,1868,200,NA,NA,NA,NA,NA,NA,,NA,NA,,,
358,360,355,Central Superintendency ,Kiowas and Comanches,,,1868,4000,NA,NA,NA,NA,NA,NA,,NA,NA,,,
359,360,355,Central Superintendency ,Arapahoes,,,1868,2800,NA,NA,NA,NA,NA,NA,,NA,NA,,,
360,NA,355,Central Superintendency,Apaches,,,1868,800,NA,NA,NA,NA,NA,NA,,NA,NA,,,
361,360,355,South Superintendency,Creeks,,,1868,12003,NA,NA,300+340+45+15,NA,NA,NA,,NA,NA,,,
362,360,355,South Superintendency,Cherokees,,,1868,14000,NA,NA,734+720,NA,NA,NA,,NA,NA,,,
363,360,355,South Superintendency,Choctaws,,,1868,12500,NA,NA,NA,NA,NA,NA,,NA,NA,,,
364,360,355,South Superintendency,Chickasaws,,,1868,4500,NA,NA,NA,NA,NA,NA,,NA,NA,,,
365,361,355,South Superintendency,Seminoles,,,1868,1950,200000 (A),NA,60+57,NA,NA,NA,,NA,1,,,
366,361,355,South Superintendency,Wichitas,,,1868,280,NA,NA,NA,NA,NA,NA,,NA,NA,,,
367,361,355,South Superintendency,Keechies,,,1868,123,NA,NA,NA,NA,NA,NA,,NA,NA,,,
368,361,355,South Superintendency,Wacoes,,,1868,135,NA,NA,NA,NA,NA,NA,,NA,NA,,,
369,361,355,South Superintendency,Towaccaras,,,1868,157,NA,NA,NA,NA,NA,NA,,NA,NA,,,
370,361,355,South Superintendency,Caddoes and Ionies ,,,1868,480,NA,NA,NA,NA,NA,NA,,NA,NA,,,
371,361,355,South Superintendency,Shawnees,,,1868,650,NA,NA,NA,NA,NA,NA,,NA,NA,,,
372,361,355,South Superintendency,Delawares,,,1868,76,NA,NA,NA,NA,NA,NA,,NA,NA,,,
373,NA,355,South Superintendency,Indians belonging to some of these tribes and not at their agencies,,,1868,1000,NA,NA,NA,NA,NA,NA,,NA,NA,,,
374,361,355,New Mexico Superintendency ,Navajo,,,1868,8000,NA,NA,NA,NA,NA,NA,,NA,NA,,,
375,361,355,New Mexico Superintendency ,Mouache Utes,,,1868,540,NA,NA,NA,NA,NA,NA,,NA,NA,,,
376,361,355,New Mexico Superintendency ,Jicarilla Apaches,,,1868,878,NA,NA,NA,NA,NA,NA,,NA,NA,,,
377,361,355,New Mexico Superintendency ,Capote Utes,,,1868,373,NA,NA,NA,NA,NA,NA,,NA,NA,,,
378,361,355,New Mexico Superintendency ,Wemenuche Utes,,,1868,508,NA,NA,NA,NA,NA,NA,,NA,NA,,,
379,361,355,New Mexico Superintendency ,Pueblos,,,1868,7000,NA,NA,NA,NA,NA,NA,,NA,NA,,,
380,361,355,New Mexico Superintendency ,Mescalero Apaches and Mimbres,,,1868,750,NA,NA,NA,NA,NA,NA,,NA,NA,,,
381,361,355,New Mexico Superintendency ,Captives in peonage,,,1868,2000,NA,NA,NA,NA,NA,NA,,NA,NA,,,
382,,,Colorado Superintendency ,,,,1868,2500,,,,,,,,,,,,
383,361,355,Colorado Superintendency ,Tabequache Utes,,,1868,Agency,NA,NA,NA,NA,NA,NA,,NA,NA,,,
384,361,355,Colorado Superintendency ,Grand River Uintah Utes,,,1868,Agency,NA,NA,NA,NA,NA,NA,,NA,NA,,,
385,361,356,Dakota Superintendency ,Lower Brulé Sioux,,,1868,1600,NA,NA,NA,NA,NA,NA,,NA,NA,,,
386,361,356,Dakota Superintendency ,Lower Yanctonias Sioux,,,1868,2250,NA,NA,NA,NA,NA,NA,,NA,NA,,,
387,361,356,Dakota Superintendency ,Two Kettle Sioux,,,1868,750,NA,NA,NA,NA,NA,NA,,NA,NA,,,
388,NA,356,Dakota Superintendency ,Blackfeet Sioux,,,1868,1200,NA,NA,NA,NA,NA,NA,,NA,NA,,,
389,361,356,Dakota Superintendency ,Minneconjou Sioux,,,1868,3060,NA,NA,NA,NA,NA,NA,,NA,NA,,,
390,361,356,Dakota Superintendency ,Sans Arc Sioux,,,1868,720,NA,NA,NA,NA,NA,NA,,NA,NA,,,
391,361,356,Dakota Superintendency ,Upper Yanctonais Sioux,,,1868,2400,NA,NA,NA,NA,NA,NA,,NA,NA,,,
392,361,356,Dakota Superintendency ,Ponca Sioux,,,1868,977,57600 (A),NA,NA,NA,NA,NA,,NA,NA,,,
393,361,356,Dakota Superintendency ,Oncpapas Sioux,,,1868,3000,NA,NA,NA,NA,NA,NA,,NA,NA,,,
394,361,356,Dakota Superintendency ,Ogallalla Sioux,,,1868,3000,NA,NA,NA,NA,NA,NA,,NA,NA,,,
395,361,356,Dakota Superintendency ,Yancton Sioux,,,1868,2500,400000 (A),NA,NA,NA,NA,NA,,NA,NA,,,
396,NA,356,Dakota Superintendency ,Wahpeton and Sisseton Sioux,,,1868,1637,NA,NA,NA,NA,NA,NA,,NA,NA,,,
397,361,356,Dakota Superintendency ,Arickarees,,,1868,1500,NA,NA,NA,NA,NA,NA,,NA,NA,,,
398,361,356,Dakota Superintendency ,Gros Ventres,,,1868,400,NA,NA,NA,NA,NA,NA,,NA,NA,,,
399,361,356,Dakota Superintendency ,Mandans,,,1868,400,NA,NA,NA,NA,NA,NA,,NA,NA,,,
400,361,356,Dakota Superintendency ,Assinaboines,,,1868,2640,NA,NA,NA,NA,NA,NA,,NA,NA,,,
401,362,356,Idaho Superintendency ,Nez Perces,,,1868,3000,NA,NA,NA,NA,NA,NA,,NA,NA,,,
402,362,356,Idaho Superintendency ,Coeur d'Alenes,,,1868,700,NA,NA,NA,NA,NA,NA,,NA,NA,,,
403,362,356,Idaho Superintendency ,Boise and Bruneau Shoshones,,,1868,400,NA,NA,NA,NA,NA,NA,,NA,NA,,,
404,362,356,Idaho Superintendency ,Kammas and Prairie Shoshones,,,1868,2000,NA,NA,NA,NA,NA,NA,,NA,NA,,,
405,362,356,Montana Superintendency ,Flatheads,,,1868,300,NA,NA,NA,NA,NA,NA,,NA,NA,,,
406,362,356,Montana Superintendency ,Upper Pend d'Oreilles,,,1868,1500,NA,NA,NA,NA,NA,NA,,NA,NA,,,
407,362,356,Montana Superintendency ,Kootenays,,,1868,combined w/above,NA,NA,NA,NA,NA,NA,,NA,NA,,,
408,NA,356,Montana Superintendency ,Blackfeet  ,,,1868,2980,NA,NA,NA,NA,NA,NA,,NA,NA,,,
409,NA,357,Montana Superintendency ,Piegans,,,1868,4200,NA,NA,NA,NA,NA,NA,,NA,NA,,,
410,NA,357,Montana Superintendency ,Bloods,,,1868,2380,NA,NA,NA,NA,NA,NA,,NA,NA,,,
411,NA,357,Montana Superintendency ,Gros Ventres,,,1868,3000,NA,NA,NA,NA,NA,NA,,NA,NA,,,
412,NA,357,Montana Superintendency ,"Crows, River and Mountain",,,1868,5000,NA,NA,NA,NA,NA,NA,,NA,NA,,,
413,362,357,Washington Superintendency ,Yakamas,,,1868,3400,NA,NA,20+15,NA,NA,NA,,NA,1,,,
414,NA,357,Washington Superintendency ,Quinaielts ,,,1868,160,NA,NA,16+4,NA,NA,NA,,NA,NA,,,
415,NA,357,Washington Superintendency ,Queets,,,1868,85,NA,NA,NA,NA,NA,NA,,NA,NA,,,
416,NA,357,Washington Superintendency ,Hohs,,,1868,85,NA,NA,NA,NA,NA,NA,,NA,NA,,,
417,NA,357,Washington Superintendency ,Quillehutes,,,1868,320,NA,NA,NA,NA,NA,NA,,NA,NA,,,
418,362,357,Washington Superintendency ,Sklallams,,,1868,600,NA,NA,16+4+1,NA,NA,NA,,NA,NA,,,
419,362,357,Washington Superintendency ,Tonanda,,,1868,100,NA,NA,combined w/above,NA,NA,NA,,NA,NA,,,
420,362,357,Washington Superintendency ,Chimakum ,,,1868,100,NA,NA,NA,NA,NA,NA,,NA,NA,,,
421,362,357,Washington Superintendency ,Skokomish ,,,1868,200,NA,NA,NA,NA,NA,NA,,NA,NA,,,
422,362,357,Washington Superintendency ,Makahs,,,1868,685,NA,NA,NA,NA,NA,NA,,NA,NA,,,
423,362,357,Washington Superintendency ,Puyallups,,,1868,550,NA,NA,NA,NA,NA,NA,,NA,NA,,,
424,362,357,Washington Superintendency ,"Colville, Spokane, Pend' d'Oreilles",,,1868,3000,NA,NA,NA,NA,NA,NA,,NA,NA,,,
425,362,357,California Superintendency ,Round Valley ,,,1868,975,4500 (sm),NA,NA,NA,NA,NA,,NA,NA,,,
426,362,357,California Superintendency ,Hoopa Valley ,,,1868,725,1100 (sec),NA,13,NA,NA,NA,,NA,NA,,,
427,362,357,California Superintendency ,Smith River,,,1868,374,1387 (sm),NA,NA,NA,NA,NA,,NA,NA,,,
428,362,357,California Superintendency ,Tule River,,,1868,551,2080 (sm),NA,25,NA,NA,NA,,NA,,,,
429,362,357,California Superintendency ,Mission Indians,,,1868,3300,NA,NA,NA,NA,NA,NA,,NA,NA,,,
