year,STUSPS,ceded_acres,cumulative_ceded,total_acres_2021,prop_ceded
1874,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1875,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1876,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1877,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1878,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1879,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1880,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1881,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1882,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1883,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1884,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1886,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1887,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1888,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1889,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1890,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1891,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1892,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1893,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1784,VT,0,0,6202364.077591833,0
1785,VT,0,0,6202364.077591833,0
1788,VT,0,0,6202364.077591833,0
1790,VT,0,0,6202364.077591833,0
1791,VT,0,0,6202364.077591833,0
1794,VT,0,0,6202364.077591833,0
1795,VT,6202364.077591885,6202364.077591885,6202364.077591833,1
1796,VT,0,6202364.077591885,6202364.077591833,1
1797,VT,0,6202364.077591885,6202364.077591833,1
1798,VT,0,6202364.077591885,6202364.077591833,1
1801,VT,0,6202364.077591885,6202364.077591833,1
1802,VT,0,6202364.077591885,6202364.077591833,1
1803,VT,0,6202364.077591885,6202364.077591833,1
1804,VT,0,6202364.077591885,6202364.077591833,1
1805,VT,0,6202364.077591885,6202364.077591833,1
1806,VT,0,6202364.077591885,6202364.077591833,1
1807,VT,0,6202364.077591885,6202364.077591833,1
1808,VT,0,6202364.077591885,6202364.077591833,1
1809,VT,0,6202364.077591885,6202364.077591833,1
1814,VT,0,6202364.077591885,6202364.077591833,1
1816,VT,0,6202364.077591885,6202364.077591833,1
1817,VT,0,6202364.077591885,6202364.077591833,1
1818,VT,0,6202364.077591885,6202364.077591833,1
1819,VT,0,6202364.077591885,6202364.077591833,1
1820,VT,0,6202364.077591885,6202364.077591833,1
1821,VT,0,6202364.077591885,6202364.077591833,1
1823,VT,0,6202364.077591885,6202364.077591833,1
1824,VT,0,6202364.077591885,6202364.077591833,1
1825,VT,0,6202364.077591885,6202364.077591833,1
1826,VT,0,6202364.077591885,6202364.077591833,1
1827,VT,0,6202364.077591885,6202364.077591833,1
1828,VT,0,6202364.077591885,6202364.077591833,1
1829,VT,0,6202364.077591885,6202364.077591833,1
1830,VT,0,6202364.077591885,6202364.077591833,1
1831,VT,0,6202364.077591885,6202364.077591833,1
1832,VT,0,6202364.077591885,6202364.077591833,1
1833,VT,0,6202364.077591885,6202364.077591833,1
1835,VT,0,6202364.077591885,6202364.077591833,1
1836,VT,0,6202364.077591885,6202364.077591833,1
1837,VT,0,6202364.077591885,6202364.077591833,1
1838,VT,0,6202364.077591885,6202364.077591833,1
1839,VT,0,6202364.077591885,6202364.077591833,1
1842,VT,0,6202364.077591885,6202364.077591833,1
1846,VT,0,6202364.077591885,6202364.077591833,1
1847,VT,0,6202364.077591885,6202364.077591833,1
1848,VT,0,6202364.077591885,6202364.077591833,1
1851,VT,0,6202364.077591885,6202364.077591833,1
1852,VT,0,6202364.077591885,6202364.077591833,1
1853,VT,0,6202364.077591885,6202364.077591833,1
1854,VT,0,6202364.077591885,6202364.077591833,1
1855,VT,0,6202364.077591885,6202364.077591833,1
1856,VT,0,6202364.077591885,6202364.077591833,1
1857,VT,0,6202364.077591885,6202364.077591833,1
1858,VT,0,6202364.077591885,6202364.077591833,1
1859,VT,0,6202364.077591885,6202364.077591833,1
1860,VT,0,6202364.077591885,6202364.077591833,1
1861,VT,0,6202364.077591885,6202364.077591833,1
1863,VT,0,6202364.077591885,6202364.077591833,1
1864,VT,0,6202364.077591885,6202364.077591833,1
1865,VT,0,6202364.077591885,6202364.077591833,1
1866,VT,0,6202364.077591885,6202364.077591833,1
1867,VT,0,6202364.077591885,6202364.077591833,1
1868,VT,0,6202364.077591885,6202364.077591833,1
1869,VT,0,6202364.077591885,6202364.077591833,1
1870,VT,0,6202364.077591885,6202364.077591833,1
1871,VT,0,6202364.077591885,6202364.077591833,1
1872,VT,0,6202364.077591885,6202364.077591833,1
1873,VT,0,6202364.077591885,6202364.077591833,1
1874,VT,0,6202364.077591885,6202364.077591833,1
1875,VT,0,6202364.077591885,6202364.077591833,1
1876,VT,0,6202364.077591885,6202364.077591833,1
1877,VT,0,6202364.077591885,6202364.077591833,1
1878,VT,0,6202364.077591885,6202364.077591833,1
1879,VT,0,6202364.077591885,6202364.077591833,1
1880,VT,0,6202364.077591885,6202364.077591833,1
1881,VT,0,6202364.077591885,6202364.077591833,1
1882,VT,0,6202364.077591885,6202364.077591833,1
1883,VT,0,6202364.077591885,6202364.077591833,1
1884,VT,0,6202364.077591885,6202364.077591833,1
1886,VT,0,6202364.077591885,6202364.077591833,1
1887,VT,0,6202364.077591885,6202364.077591833,1
1888,VT,0,6202364.077591885,6202364.077591833,1
1889,VT,0,6202364.077591885,6202364.077591833,1
1890,VT,0,6202364.077591885,6202364.077591833,1
1891,VT,0,6202364.077591885,6202364.077591833,1
1892,VT,0,6202364.077591885,6202364.077591833,1
1893,VT,0,6202364.077591885,6202364.077591833,1
1784,WA,0,0,44318409.88181194,0
1785,WA,0,0,44318409.88181194,0
1788,WA,0,0,44318409.88181194,0
1790,WA,0,0,44318409.88181194,0
1791,WA,0,0,44318409.88181194,0
1794,WA,0,0,44318409.88181194,0
1795,WA,0,0,44318409.88181194,0
1796,WA,0,0,44318409.88181194,0
1797,WA,0,0,44318409.88181194,0
1798,WA,0,0,44318409.88181194,0
1801,WA,0,0,44318409.88181194,0
1802,WA,0,0,44318409.88181194,0
1803,WA,0,0,44318409.88181194,0
1804,WA,0,0,44318409.88181194,0
1805,WA,0,0,44318409.88181194,0
1806,WA,0,0,44318409.88181194,0
1807,WA,0,0,44318409.88181194,0
1808,WA,0,0,44318409.88181194,0
1809,WA,0,0,44318409.88181194,0
1814,WA,0,0,44318409.88181194,0
1816,WA,0,0,44318409.88181194,0
1817,WA,0,0,44318409.88181194,0
1818,WA,0,0,44318409.88181194,0
1819,WA,0,0,44318409.88181194,0
1820,WA,0,0,44318409.88181194,0
1821,WA,0,0,44318409.88181194,0
1823,WA,0,0,44318409.88181194,0
1824,WA,0,0,44318409.88181194,0
1825,WA,0,0,44318409.88181194,0
1826,WA,0,0,44318409.88181194,0
1827,WA,0,0,44318409.88181194,0
1828,WA,0,0,44318409.88181194,0
1829,WA,0,0,44318409.88181194,0
1830,WA,0,0,44318409.88181194,0
1831,WA,0,0,44318409.88181194,0
1832,WA,0,0,44318409.88181194,0
1833,WA,0,0,44318409.88181194,0
1835,WA,0,0,44318409.88181194,0
1836,WA,0,0,44318409.88181194,0
1837,WA,0,0,44318409.88181194,0
1838,WA,0,0,44318409.88181194,0
1839,WA,0,0,44318409.88181194,0
1842,WA,0,0,44318409.88181194,0
1846,WA,0,0,44318409.88181194,0
1847,WA,0,0,44318409.88181194,0
1848,WA,0,0,44318409.88181194,0
1851,WA,0,0,44318409.88181194,0
1852,WA,0,0,44318409.88181194,0
1853,WA,0,0,44318409.88181194,0
1854,WA,1793711.9672456936,1793711.9672456936,44318409.88181194,0.04047329252175684
1855,WA,26287322.645851668,28081034.613097362,44318409.88181194,0.6336200844746842
1856,WA,0,28081034.613097362,44318409.88181194,0.6336200844746842
1857,WA,25855.651780012657,28106890.264877375,44318409.88181194,0.6342034910510701
1858,WA,0,28106890.264877375,44318409.88181194,0.6342034910510701
1859,WA,0,28106890.264877375,44318409.88181194,0.6342034910510701
1860,WA,0,28106890.264877375,44318409.88181194,0.6342034910510701
1861,WA,0,28106890.264877375,44318409.88181194,0.6342034910510701
1863,WA,0,28106890.264877375,44318409.88181194,0.6342034910510701
1864,WA,4942617.454869445,33049507.71974682,44318409.88181194,0.7457286443237255
1865,WA,0,33049507.71974682,44318409.88181194,0.7457286443237255
1866,WA,1340.9799426661868,33050848.699689485,44318409.88181194,0.7457589021769798
1867,WA,50744.99110081139,33101593.690790296,44318409.88181194,0.7469039114685166
1868,WA,0,33101593.690790296,44318409.88181194,0.7469039114685166
1869,WA,0,33101593.690790296,44318409.88181194,0.7469039114685166
1870,WA,0,33101593.690790296,44318409.88181194,0.7469039114685166
1871,WA,2534368.239759283,35635961.93054958,44318409.88181194,0.8040893620863957
1872,WA,5246310.361618569,40882272.29216815,44318409.88181194,0.922467037991497
1873,WA,4581883.645811711,45464155.93797986,44318409.88181194,1
1874,WA,4773.346826154336,45468929.28480601,44318409.88181194,1
1875,WA,0,45468929.28480601,44318409.88181194,1
1876,WA,0,45468929.28480601,44318409.88181194,1
1877,WA,0,45468929.28480601,44318409.88181194,1
1878,WA,0,45468929.28480601,44318409.88181194,1
1879,WA,1672278.7110689944,47141207.99587501,44318409.88181194,1
1880,WA,1139011.147824813,48280219.143699825,44318409.88181194,1
1881,WA,194394.36451406518,48474613.50821389,44318409.88181194,1
1882,WA,0,48474613.50821389,44318409.88181194,1
1883,WA,0,48474613.50821389,44318409.88181194,1
1884,WA,0,48474613.50821389,44318409.88181194,1
1886,WA,1118.974789359484,48475732.48300325,44318409.88181194,1
1887,WA,0,48475732.48300325,44318409.88181194,1
1888,WA,0,48475732.48300325,44318409.88181194,1
1889,WA,0,48475732.48300325,44318409.88181194,1
1890,WA,0,48475732.48300325,44318409.88181194,1
1891,WA,0,48475732.48300325,44318409.88181194,1
1892,WA,2940568.3493648362,51416300.83236809,44318409.88181194,1
1893,WA,0,51416300.83236809,44318409.88181194,1
1784,WI,0,0,36275408.33045983,0
1785,WI,0,0,36275408.33045983,0
1788,WI,0,0,36275408.33045983,0
1790,WI,0,0,36275408.33045983,0
1791,WI,0,0,36275408.33045983,0
1794,WI,0,0,36275408.33045983,0
1795,WI,0,0,36275408.33045983,0
1796,WI,0,0,36275408.33045983,0
1797,WI,0,0,36275408.33045983,0
1798,WI,0,0,36275408.33045983,0
1801,WI,0,0,36275408.33045983,0
1802,WI,0,0,36275408.33045983,0
1803,WI,0,0,36275408.33045983,0
1804,WI,2271095.507028896,2271095.507028896,36275408.33045983,0.06260702805437193
1805,WI,0,2271095.507028896,36275408.33045983,0.06260702805437193
1806,WI,0,2271095.507028896,36275408.33045983,0.06260702805437193
1807,WI,0,2271095.507028896,36275408.33045983,0.06260702805437193
1808,WI,0,2271095.507028896,36275408.33045983,0.06260702805437193
1809,WI,0,2271095.507028896,36275408.33045983,0.06260702805437193
1814,WI,0,2271095.507028896,36275408.33045983,0.06260702805437193
1816,WI,680301.224096908,2951396.7311258037,36275408.33045983,0.08136081348111433
1817,WI,0,2951396.7311258037,36275408.33045983,0.08136081348111433
1818,WI,0,2951396.7311258037,36275408.33045983,0.08136081348111433
1819,WI,0,2951396.7311258037,36275408.33045983,0.08136081348111433
1820,WI,0,2951396.7311258037,36275408.33045983,0.08136081348111433
1821,WI,0,2951396.7311258037,36275408.33045983,0.08136081348111433
1823,WI,0,2951396.7311258037,36275408.33045983,0.08136081348111433
1824,WI,0,2951396.7311258037,36275408.33045983,0.08136081348111433
1825,WI,0,2951396.7311258037,36275408.33045983,0.08136081348111433
1826,WI,0,2951396.7311258037,36275408.33045983,0.08136081348111433
1827,WI,33905.37822874767,2985302.1093545514,36275408.33045983,0.08229547913449246
1828,WI,0,2985302.1093545514,36275408.33045983,0.08229547913449246
1829,WI,1865149.674662345,4850451.784016896,36275408.33045983,0.133711845221162
1830,WI,377.53283261045107,4850829.316849506,36275408.33045983,0.13372225262524057
1831,WI,2503821.0487066824,7354650.365556189,36275408.33045983,0.20274479886090258
1832,WI,2269558.086884482,9624208.452440672,36275408.33045983,0.26530944503137105
1833,WI,2231850.283762485,11856058.736203156,36275408.33045983,0.32683460453973245
1835,WI,0,11856058.736203156,36275408.33045983,0.32683460453973245
1836,WI,1741295.8368943438,13597354.573097501,36275408.33045983,0.3748367061572133
1837,WI,17286897.725573484,30884252.298670985,36275408.33045983,0.8513826231071812
1838,WI,505596.4252841835,31389848.72395517,36275408.33045983,0.8653203414831765
1839,WI,28979.861603045087,31418828.585558213,36275408.33045983,0.8661192259874954
1842,WI,5170939.944878191,36589768.530436404,36275408.33045983,1
1846,WI,0,36589768.530436404,36275408.33045983,1
1847,WI,0,36589768.530436404,36275408.33045983,1
1848,WI,2659736.242413793,39249504.7728502,36275408.33045983,1
1851,WI,115.27704161303757,39249620.049891815,36275408.33045983,1
1852,WI,0,39249620.049891815,36275408.33045983,1
1853,WI,0,39249620.049891815,36275408.33045983,1
1854,WI,582633.6605080152,39832253.71039983,36275408.33045983,1
1855,WI,0,39832253.71039983,36275408.33045983,1
1856,WI,0,39832253.71039983,36275408.33045983,1
1857,WI,0,39832253.71039983,36275408.33045983,1
1858,WI,0,39832253.71039983,36275408.33045983,1
1859,WI,0,39832253.71039983,36275408.33045983,1
1860,WI,0,39832253.71039983,36275408.33045983,1
1861,WI,0,39832253.71039983,36275408.33045983,1
1863,WI,0,39832253.71039983,36275408.33045983,1
1864,WI,0,39832253.71039983,36275408.33045983,1
1865,WI,0,39832253.71039983,36275408.33045983,1
1866,WI,0,39832253.71039983,36275408.33045983,1
1867,WI,0,39832253.71039983,36275408.33045983,1
1868,WI,0,39832253.71039983,36275408.33045983,1
1869,WI,0,39832253.71039983,36275408.33045983,1
1870,WI,0,39832253.71039983,36275408.33045983,1
1871,WI,0,39832253.71039983,36275408.33045983,1
1872,WI,0,39832253.71039983,36275408.33045983,1
1873,WI,0,39832253.71039983,36275408.33045983,1
1874,WI,0,39832253.71039983,36275408.33045983,1
1875,WI,0,39832253.71039983,36275408.33045983,1
1876,WI,0,39832253.71039983,36275408.33045983,1
1877,WI,0,39832253.71039983,36275408.33045983,1
1878,WI,0,39832253.71039983,36275408.33045983,1
1879,WI,0,39832253.71039983,36275408.33045983,1
1880,WI,0,39832253.71039983,36275408.33045983,1
1881,WI,0,39832253.71039983,36275408.33045983,1
1882,WI,0,39832253.71039983,36275408.33045983,1
1883,WI,0,39832253.71039983,36275408.33045983,1
1884,WI,0,39832253.71039983,36275408.33045983,1
1886,WI,0,39832253.71039983,36275408.33045983,1
1887,WI,0,39832253.71039983,36275408.33045983,1
1888,WI,0,39832253.71039983,36275408.33045983,1
1889,WI,0,39832253.71039983,36275408.33045983,1
1890,WI,0,39832253.71039983,36275408.33045983,1
1891,WI,0,39832253.71039983,36275408.33045983,1
1892,WI,0,39832253.71039983,36275408.33045983,1
1893,WI,0,39832253.71039983,36275408.33045983,1
1784,WV,0,0,15511286.800314434,0
1785,WV,0,0,15511286.800314434,0
1788,WV,0,0,15511286.800314434,0
1790,WV,0,0,15511286.800314434,0
1791,WV,0,0,15511286.800314434,0
1794,WV,0,0,15511286.800314434,0
1795,WV,15511286.800314372,15511286.800314372,15511286.800314434,0.999999999999996
1796,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1797,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1798,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1801,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1802,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1803,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1804,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1805,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1806,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1807,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1808,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1809,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1814,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1816,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1817,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1818,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1819,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1820,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1821,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1823,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1824,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1825,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1826,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1827,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1828,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1829,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1830,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1831,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1832,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1833,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1835,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1836,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1837,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1838,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1839,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1842,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1846,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1847,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1848,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1851,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1852,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1853,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1854,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1855,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1856,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1857,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1858,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1859,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1860,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1861,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1863,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1864,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1865,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1866,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1867,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1868,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1869,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1870,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1871,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1872,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
1873,WV,0,15511286.800314372,15511286.800314434,0.999999999999996
