STUSPS,total_acres_2021,year,morill_acres,homestead_acres,morill_acres_cum,homestead_acres_cum
MT,96047859.24626052,1896,5240,68602,158434.70775404002,716136
MT,96047859.24626052,1897,40,95523,158474.70775404002,811659
MT,96047859.24626052,1898,0,132637,158474.70775404002,944296
MT,96047859.24626052,1899,8111.93,129818,166586.63775404,1074114
MT,96047859.24626052,1900,160,126141,166746.63775404,1200255
MT,96047859.24626052,1901,29227.81,162419,195974.44775404,1362674
MT,96047859.24626052,1902,80,140590,196054.44775404,1503264
MT,96047859.24626052,1903,4727.34,157061,200781.78775404,1660325
MT,96047859.24626052,1904,120,141979,200901.78775404,1802304
MT,96047859.24626052,1905,0,199426,200901.78775404,2001730
MT,96047859.24626052,1906,2511.23,191941,203413.01775404002,2193671
MT,96047859.24626052,1907,200,238459,203613.01775404002,2432130
MT,96047859.24626052,1908,200,218217,203813.01775404002,2650347
MT,96047859.24626052,1909,1640,243388,205453.01775404002,2893735
MT,96047859.24626052,1910,0,277716,205453.01775404002,3171451
MT,96047859.24626052,1911,0,427982,205453.01775404002,3599433
MT,96047859.24626052,1912,0,504171,205453.01775404002,4103604
MT,96047859.24626052,1913,0,1327911,205453.01775404002,5431515
MT,96047859.24626052,1914,1480,2523964,206933.01775404002,7955479
MT,96047859.24626052,1915,510.16,2198135,207443.17775404002,10153614
MT,96047859.24626052,1916,0,2308311,207443.17775404002,12461925
MT,96047859.24626052,1917,0,3180706,207443.17775404002,15642631
MT,96047859.24626052,1918,0,3191706,207443.17775404002,18834337
MT,96047859.24626052,1919,160,2005155,207603.17775404002,20839492
MT,96047859.24626052,1920,480,2260337,208083.17775404002,23099829
MT,96047859.24626052,1921,0,1999042,208083.17775404002,25098871
MT,96047859.24626052,1922,0,1443686,208083.17775404002,26542557
MT,96047859.24626052,1923,0,1017776,208083.17775404002,27560333
MT,96047859.24626052,1924,0,697616,208083.17775404002,28257949
MT,96047859.24626052,1925,200,593292,208283.17775404002,28851241
MT,96047859.24626052,1926,0,533707,208283.17775404002,29384948
MT,96047859.24626052,1927,0,442804,208283.17775404002,29827752
MT,96047859.24626052,1928,0,274567,208283.17775404002,30102319
MT,96047859.24626052,1929,0,250314,208283.17775404002,30352633
MT,96047859.24626052,1930,0,192436,208283.17775404002,30545069
NC,31902563.645036537,1862,0,0,0,0
NC,31902563.645036537,1863,0,0,0,0
NC,31902563.645036537,1864,0,0,0,0
NC,31902563.645036537,1865,0,0,0,0
NC,31902563.645036537,1866,0,0,0,0
NC,31902563.645036537,1867,0,0,0,0
NC,31902563.645036537,1868,0,0,0,0
NC,31902563.645036537,1869,0,0,0,0
NC,31902563.645036537,1870,0,0,0,0
NC,31902563.645036537,1871,0,0,0,0
NC,31902563.645036537,1872,0,0,0,0
NC,31902563.645036537,1873,0,0,0,0
NC,31902563.645036537,1874,0,0,0,0
NC,31902563.645036537,1875,0,0,0,0
NC,31902563.645036537,1876,0,0,0,0
NC,31902563.645036537,1877,0,0,0,0
NC,31902563.645036537,1878,0,0,0,0
NC,31902563.645036537,1879,0,0,0,0
NC,31902563.645036537,1880,0,0,0,0
NC,31902563.645036537,1881,0,0,0,0
NC,31902563.645036537,1882,0,0,0,0
NC,31902563.645036537,1883,0,0,0,0
NC,31902563.645036537,1884,0,0,0,0
NC,31902563.645036537,1885,0,0,0,0
NC,31902563.645036537,1886,0,0,0,0
NC,31902563.645036537,1887,0,0,0,0
NC,31902563.645036537,1888,0,0,0,0
NC,31902563.645036537,1889,0,0,0,0
NC,31902563.645036537,1890,0,0,0,0
NC,31902563.645036537,1891,0,0,0,0
NC,31902563.645036537,1892,0,0,0,0
NC,31902563.645036537,1893,0,0,0,0
NC,31902563.645036537,1894,0,0,0,0
NC,31902563.645036537,1895,0,0,0,0
NC,31902563.645036537,1896,0,0,0,0
NC,31902563.645036537,1897,0,0,0,0
NC,31902563.645036537,1898,0,0,0,0
NC,31902563.645036537,1899,0,0,0,0
NC,31902563.645036537,1900,0,0,0,0
NC,31902563.645036537,1901,0,0,0,0
NC,31902563.645036537,1902,0,0,0,0
NC,31902563.645036537,1903,0,0,0,0
NC,31902563.645036537,1904,0,0,0,0
NC,31902563.645036537,1905,0,0,0,0
NC,31902563.645036537,1906,0,0,0,0
NC,31902563.645036537,1907,0,0,0,0
NC,31902563.645036537,1908,0,0,0,0
NC,31902563.645036537,1909,0,0,0,0
NC,31902563.645036537,1910,0,0,0,0
NC,31902563.645036537,1911,0,0,0,0
NC,31902563.645036537,1912,0,0,0,0
NC,31902563.645036537,1913,0,0,0,0
NC,31902563.645036537,1914,0,0,0,0
NC,31902563.645036537,1915,0,0,0,0
NC,31902563.645036537,1916,0,0,0,0
NC,31902563.645036537,1917,0,0,0,0
NC,31902563.645036537,1918,0,0,0,0
NC,31902563.645036537,1919,0,0,0,0
NC,31902563.645036537,1920,0,0,0,0
NC,31902563.645036537,1921,0,0,0,0
NC,31902563.645036537,1922,0,0,0,0
NC,31902563.645036537,1923,0,0,0,0
NC,31902563.645036537,1924,0,0,0,0
NC,31902563.645036537,1925,0,0,0,0
NC,31902563.645036537,1926,0,0,0,0
NC,31902563.645036537,1927,0,0,0,0
NC,31902563.645036537,1928,0,0,0,0
NC,31902563.645036537,1929,0,0,0,0
NC,31902563.645036537,1930,0,0,0,0
ND,46273168.72736301,1862,0,0,0,0
ND,46273168.72736301,1863,0,0,0,0
ND,46273168.72736301,1864,0,0,0,0
ND,46273168.72736301,1865,0,0,0,0
ND,46273168.72736301,1866,0,0,0,0
ND,46273168.72736301,1867,0,0,0,0
ND,46273168.72736301,1868,0,2301,0,2301
ND,46273168.72736301,1869,0,2196,0,4497
ND,46273168.72736301,1870,0,1600,0,6097
ND,46273168.72736301,1871,0,2599.5,0,8696.5
ND,46273168.72736301,1872,480,5724,480,14420.5
ND,46273168.72736301,1873,0,13604,480,28024.5
ND,46273168.72736301,1874,0,27163,480,55187.5
ND,46273168.72736301,1875,0,31171,480,86358.5
ND,46273168.72736301,1876,0,45461.5,480,131820
ND,46273168.72736301,1877,0,44002,480,175822
ND,46273168.72736301,1878,0,61076.5,480,236898.5
ND,46273168.72736301,1879,0,81499.5,480,318398
ND,46273168.72736301,1880,0,79825,480,398223
ND,46273168.72736301,1881,0,67864.5,480,466087.5
ND,46273168.72736301,1882,320,105043.5,800,571131
ND,46273168.72736301,1883,0,132421.5,800,703552.5
ND,46273168.72736301,1884,0,198908.5,800,902461
ND,46273168.72736301,1885,0,274015.5,800,1176476.5
ND,46273168.72736301,1886,160,244815.5,960,1421292
ND,46273168.72736301,1887,0,303502.5,960,1724794.5
ND,46273168.72736301,1888,479.18,438998,1439.18,2163792.5
ND,46273168.72736301,1889,0,458380,1439.18,2622172.5
ND,46273168.72736301,1890,915.02666666,292754,2354.2066666600003,2914926.5
ND,46273168.72736301,1891,80,240525,2434.2066666600003,3155451.5
ND,46273168.72736301,1892,0,199539,2434.2066666600003,3354990.5
ND,46273168.72736301,1893,318.47,227311,2752.6766666600006,3582301.5
ND,46273168.72736301,1894,59812.879999990015,168906,62565.556666650016,3751207.5
ND,46273168.72736301,1895,40754.44,162728,103319.99666665003,3913935.5
ND,46273168.72736301,1896,25880,137286,129199.99666665003,4051221.5
ND,46273168.72736301,1897,3358.7799999999997,128385,132558.77666665002,4179606.5
ND,46273168.72736301,1898,320,247634,132878.77666665002,4427240.5
ND,46273168.72736301,1899,359.62333333,298645,133238.39999998003,4725885.5
ND,46273168.72736301,1900,120,327838,133358.39999998003,5053723.5
ND,46273168.72736301,1901,0,364779,133358.39999998003,5418502.5
ND,46273168.72736301,1902,0,348178,133358.39999998003,5766680.5
ND,46273168.72736301,1903,0,530448,133358.39999998003,6297128.5
ND,46273168.72736301,1904,0,546242,133358.39999998003,6843370.5
ND,46273168.72736301,1905,755.36,1096719,134113.75999998001,7940089.5
ND,46273168.72736301,1906,27.77,1009103,134141.52999998,8949192.5
ND,46273168.72736301,1907,80,1252474,134221.52999998,10201666.5
ND,46273168.72736301,1908,0,1868088,134221.52999998,12069754.5
ND,46273168.72736301,1909,392.57,1277637,134614.09999998,13347391.5
ND,46273168.72736301,1910,0,954002,134614.09999998,14301393.5
ND,46273168.72736301,1911,0,1047646,134614.09999998,15349039.5
ND,46273168.72736301,1912,154.75,1030959,134768.84999998,16379998.5
ND,46273168.72736301,1913,0,930938,134768.84999998,17310936.5
ND,46273168.72736301,1914,0,594674,134768.84999998,17905610.5
ND,46273168.72736301,1915,0,427212,134768.84999998,18332822.5
ND,46273168.72736301,1916,160,333429,134928.84999998,18666251.5
ND,46273168.72736301,1917,0,324779,134928.84999998,18991030.5
ND,46273168.72736301,1918,0,269096,134928.84999998,19260126.5
ND,46273168.72736301,1919,0,165896,134928.84999998,19426022.5
ND,46273168.72736301,1920,0,202908,134928.84999998,19628930.5
ND,46273168.72736301,1921,0,108807,134928.84999998,19737737.5
ND,46273168.72736301,1922,0,90451,134928.84999998,19828188.5
ND,46273168.72736301,1923,0,51559,134928.84999998,19879747.5
ND,46273168.72736301,1924,0,39127,134928.84999998,19918874.5
ND,46273168.72736301,1925,0,19209,134928.84999998,19938083.5
ND,46273168.72736301,1926,0,17081,134928.84999998,19955164.5
ND,46273168.72736301,1927,0,9545,134928.84999998,19964709.5
ND,46273168.72736301,1928,0,10541,134928.84999998,19975250.5
ND,46273168.72736301,1929,16.9,6535,134945.74999998,19981785.5
ND,46273168.72736301,1930,0,4239,134945.74999998,19986024.5
NE,49606624.299348086,1862,0,0,0,0
NE,49606624.299348086,1863,0,0,0,0
NE,49606624.299348086,1864,0,0,0,0
NE,49606624.299348086,1865,0,0,0,0
NE,49606624.299348086,1866,30906.610000000004,0,30906.610000000004,0
NE,49606624.299348086,1867,89383.62999999999,0,120290.23999999999,0
NE,49606624.299348086,1868,432990.20000000007,20536,553280.4400000001,20536
NE,49606624.299348086,1869,297228.55000000005,41688,850508.9900000001,62224
NE,49606624.299348086,1870,126679.84,42134,977188.8300000001,104358
NE,49606624.299348086,1871,5267.469999999999,61466,982456.3,165824
NE,49606624.299348086,1872,40577.630000000005,91447,1023033.93,257271
NE,49606624.299348086,1873,120191.77333330999,220421,1143225.70333331,477692
NE,49606624.299348086,1874,34705.74666665998,321744,1177931.4499999702,799436
NE,49606624.299348086,1875,16439.619999990005,344346,1194371.0699999603,1143782
NE,49606624.299348086,1876,4606.24,418962,1198977.3099999602,1562744
NE,49606624.299348086,1877,4377.45000001,422148,1203354.7599999702,1984892
NE,49606624.299348086,1878,800,456076,1204154.7599999702,2440968
NE,49606624.299348086,1879,321.40000001,349373,1204476.1599999801,2790341
NE,49606624.299348086,1880,320.64,315501,1204796.79999998,3105842
NE,49606624.299348086,1881,880,202242,1205676.79999998,3308084
NE,49606624.299348086,1882,1735.37,258393,1207412.1699999801,3566477
NE,49606624.299348086,1883,0,241512,1207412.1699999801,3807989
NE,49606624.299348086,1884,160,375129,1207572.1699999801,4183118
NE,49606624.299348086,1885,0,393240,1207572.1699999801,4576358
NE,49606624.299348086,1886,0,328969,1207572.1699999801,4905327
NE,49606624.299348086,1887,0,292875,1207572.1699999801,5198202
NE,49606624.299348086,1888,480,331409,1208052.1699999801,5529611
NE,49606624.299348086,1889,960,467373,1209012.1699999801,5996984
NE,49606624.299348086,1890,2483.68,651732,1211495.84999998,6648716
NE,49606624.299348086,1891,4144.639999999999,611117,1215640.48999998,7259833
NE,49606624.299348086,1892,640,431591,1216280.48999998,7691424
NE,49606624.299348086,1893,0,451773,1216280.48999998,8143197
NE,49606624.299348086,1894,0,342155,1216280.48999998,8485352
NE,49606624.299348086,1895,0,255846,1216280.48999998,8741198
NE,49606624.299348086,1896,320,185246,1216600.48999998,8926444
NE,49606624.299348086,1897,320,153094,1216920.48999998,9079538
NE,49606624.299348086,1898,0,181247,1216920.48999998,9260785
NE,49606624.299348086,1899,320,178093,1217240.48999998,9438878
NE,49606624.299348086,1900,0,191580,1217240.48999998,9630458
NE,49606624.299348086,1901,0,213550,1217240.48999998,9844008
NE,49606624.299348086,1902,0,151043,1217240.48999998,9995051
NE,49606624.299348086,1903,160,119993,1217400.48999998,10115044
NE,49606624.299348086,1904,640,120783,1218040.48999998,10235827
NE,49606624.299348086,1905,595.84,147956,1218636.32999998,10383783
NE,49606624.299348086,1906,0,139562,1218636.32999998,10523345
NE,49606624.299348086,1907,320,161146,1218956.32999998,10684491
NE,49606624.299348086,1908,0,183938,1218956.32999998,10868429
NE,49606624.299348086,1909,0,163739,1218956.32999998,11032168
NE,49606624.299348086,1910,1120,960735,1220076.32999998,11992903
NE,49606624.299348086,1911,918.64,1332060,1220994.96999998,13324963
NE,49606624.299348086,1912,0,1039054,1220994.96999998,14364017
NE,49606624.299348086,1913,640,2476575,1221634.96999998,16840592
NE,49606624.299348086,1914,160,1393136,1221794.96999998,18233728
NE,49606624.299348086,1915,320,1081093,1222114.96999998,19314821
NE,49606624.299348086,1916,0,1079043,1222114.96999998,20393864
NE,49606624.299348086,1917,0,791546,1222114.96999998,21185410
NE,49606624.299348086,1918,320,417889,1222434.96999998,21603299
NE,49606624.299348086,1919,457.61,208776,1222892.57999998,21812075
NE,49606624.299348086,1920,0,139968,1222892.57999998,21952043
NE,49606624.299348086,1921,0,72240,1222892.57999998,22024283
NE,49606624.299348086,1922,0,49648,1222892.57999998,22073931
NE,49606624.299348086,1923,0,36064,1222892.57999998,22109995
NE,49606624.299348086,1924,0,29067,1222892.57999998,22139062
NE,49606624.299348086,1925,0,14246,1222892.57999998,22153308
NE,49606624.299348086,1926,0,14443,1222892.57999998,22167751
NE,49606624.299348086,1927,0,13194,1222892.57999998,22180945
NE,49606624.299348086,1928,0,13077,1222892.57999998,22194022
NE,49606624.299348086,1929,0,6708,1222892.57999998,22200730
NE,49606624.299348086,1930,0,13417,1222892.57999998,22214147
NH,5979966.077386408,1862,0,0,0,0
NH,5979966.077386408,1863,0,0,0,0
NH,5979966.077386408,1864,0,0,0,0
NH,5979966.077386408,1865,0,0,0,0
NH,5979966.077386408,1866,0,0,0,0
NH,5979966.077386408,1867,0,0,0,0
NH,5979966.077386408,1868,0,0,0,0
NH,5979966.077386408,1869,0,0,0,0
NH,5979966.077386408,1870,0,0,0,0
NH,5979966.077386408,1871,0,0,0,0
NH,5979966.077386408,1872,0,0,0,0
NH,5979966.077386408,1873,0,0,0,0
NH,5979966.077386408,1874,0,0,0,0
NH,5979966.077386408,1875,0,0,0,0
NH,5979966.077386408,1876,0,0,0,0
NH,5979966.077386408,1877,0,0,0,0
NH,5979966.077386408,1878,0,0,0,0
NH,5979966.077386408,1879,0,0,0,0
NH,5979966.077386408,1880,0,0,0,0
NH,5979966.077386408,1881,0,0,0,0
NH,5979966.077386408,1882,0,0,0,0
NH,5979966.077386408,1883,0,0,0,0
NH,5979966.077386408,1884,0,0,0,0
NH,5979966.077386408,1885,0,0,0,0
NH,5979966.077386408,1886,0,0,0,0
NH,5979966.077386408,1887,0,0,0,0
NH,5979966.077386408,1888,0,0,0,0
NH,5979966.077386408,1889,0,0,0,0
NH,5979966.077386408,1890,0,0,0,0
NH,5979966.077386408,1891,0,0,0,0
NH,5979966.077386408,1892,0,0,0,0
NH,5979966.077386408,1893,0,0,0,0
NH,5979966.077386408,1894,0,0,0,0
NH,5979966.077386408,1895,0,0,0,0
NH,5979966.077386408,1896,0,0,0,0
NH,5979966.077386408,1897,0,0,0,0
NH,5979966.077386408,1898,0,0,0,0
NH,5979966.077386408,1899,0,0,0,0
NH,5979966.077386408,1900,0,0,0,0
NH,5979966.077386408,1901,0,0,0,0
NH,5979966.077386408,1902,0,0,0,0
NH,5979966.077386408,1903,0,0,0,0
NH,5979966.077386408,1904,0,0,0,0
NH,5979966.077386408,1905,0,0,0,0
NH,5979966.077386408,1906,0,0,0,0
NH,5979966.077386408,1907,0,0,0,0
NH,5979966.077386408,1908,0,0,0,0
NH,5979966.077386408,1909,0,0,0,0
NH,5979966.077386408,1910,0,0,0,0
NH,5979966.077386408,1911,0,0,0,0
NH,5979966.077386408,1912,0,0,0,0
NH,5979966.077386408,1913,0,0,0,0
NH,5979966.077386408,1914,0,0,0,0
NH,5979966.077386408,1915,0,0,0,0
NH,5979966.077386408,1916,0,0,0,0
NH,5979966.077386408,1917,0,0,0,0
NH,5979966.077386408,1918,0,0,0,0
NH,5979966.077386408,1919,0,0,0,0
NH,5979966.077386408,1920,0,0,0,0
NH,5979966.077386408,1921,0,0,0,0
NH,5979966.077386408,1922,0,0,0,0
NH,5979966.077386408,1923,0,0,0,0
NH,5979966.077386408,1924,0,0,0,0
NH,5979966.077386408,1925,0,0,0,0
NH,5979966.077386408,1926,0,0,0,0
NH,5979966.077386408,1927,0,0,0,0
NH,5979966.077386408,1928,0,0,0,0
NH,5979966.077386408,1929,0,0,0,0
NH,5979966.077386408,1930,0,0,0,0
NJ,4977576.2004558295,1862,0,0,0,0
NJ,4977576.2004558295,1863,0,0,0,0
NJ,4977576.2004558295,1864,0,0,0,0
NJ,4977576.2004558295,1865,0,0,0,0
NJ,4977576.2004558295,1866,0,0,0,0
NJ,4977576.2004558295,1867,0,0,0,0
NJ,4977576.2004558295,1868,0,0,0,0
NJ,4977576.2004558295,1869,0,0,0,0
NJ,4977576.2004558295,1870,0,0,0,0
NJ,4977576.2004558295,1871,0,0,0,0
NJ,4977576.2004558295,1872,0,0,0,0
NJ,4977576.2004558295,1873,0,0,0,0
NJ,4977576.2004558295,1874,0,0,0,0
NJ,4977576.2004558295,1875,0,0,0,0
NJ,4977576.2004558295,1876,0,0,0,0
NJ,4977576.2004558295,1877,0,0,0,0
NJ,4977576.2004558295,1878,0,0,0,0
NJ,4977576.2004558295,1879,0,0,0,0
NJ,4977576.2004558295,1880,0,0,0,0
NJ,4977576.2004558295,1881,0,0,0,0
NJ,4977576.2004558295,1882,0,0,0,0
NJ,4977576.2004558295,1883,0,0,0,0
NJ,4977576.2004558295,1884,0,0,0,0
NJ,4977576.2004558295,1885,0,0,0,0
NJ,4977576.2004558295,1886,0,0,0,0
NJ,4977576.2004558295,1887,0,0,0,0
NJ,4977576.2004558295,1888,0,0,0,0
NJ,4977576.2004558295,1889,0,0,0,0
NJ,4977576.2004558295,1890,0,0,0,0
NJ,4977576.2004558295,1891,0,0,0,0
NJ,4977576.2004558295,1892,0,0,0,0
NJ,4977576.2004558295,1893,0,0,0,0
NJ,4977576.2004558295,1894,0,0,0,0
NJ,4977576.2004558295,1895,0,0,0,0
NJ,4977576.2004558295,1896,0,0,0,0
NJ,4977576.2004558295,1897,0,0,0,0
NJ,4977576.2004558295,1898,0,0,0,0
NJ,4977576.2004558295,1899,0,0,0,0
NJ,4977576.2004558295,1900,0,0,0,0
NJ,4977576.2004558295,1901,0,0,0,0
NJ,4977576.2004558295,1902,0,0,0,0
NJ,4977576.2004558295,1903,0,0,0,0
NJ,4977576.2004558295,1904,0,0,0,0
NJ,4977576.2004558295,1905,0,0,0,0
NJ,4977576.2004558295,1906,0,0,0,0
NJ,4977576.2004558295,1907,0,0,0,0
NJ,4977576.2004558295,1908,0,0,0,0
NJ,4977576.2004558295,1909,0,0,0,0
NJ,4977576.2004558295,1910,0,0,0,0
NJ,4977576.2004558295,1911,0,0,0,0
NJ,4977576.2004558295,1912,0,0,0,0
NJ,4977576.2004558295,1913,0,0,0,0
NJ,4977576.2004558295,1914,0,0,0,0
NJ,4977576.2004558295,1915,0,0,0,0
NJ,4977576.2004558295,1916,0,0,0,0
NJ,4977576.2004558295,1917,0,0,0,0
NJ,4977576.2004558295,1918,0,0,0,0
NJ,4977576.2004558295,1919,0,0,0,0
NJ,4977576.2004558295,1920,0,0,0,0
NJ,4977576.2004558295,1921,0,0,0,0
NJ,4977576.2004558295,1922,0,0,0,0
NJ,4977576.2004558295,1923,0,0,0,0
NJ,4977576.2004558295,1924,0,0,0,0
NJ,4977576.2004558295,1925,0,0,0,0
NJ,4977576.2004558295,1926,0,0,0,0
NJ,4977576.2004558295,1927,0,0,0,0
NJ,4977576.2004558295,1928,0,0,0,0
NJ,4977576.2004558295,1929,0,0,0,0
NJ,4977576.2004558295,1930,0,0,0,0
NM,78387363.33292463,1862,0,0,0,0
NM,78387363.33292463,1863,0,0,0,0
NM,78387363.33292463,1864,0,0,0,0
NM,78387363.33292463,1865,0,0,0,0
NM,78387363.33292463,1866,0,0,0,0
NM,78387363.33292463,1867,0,0,0,0
NM,78387363.33292463,1868,0,0,0,0
NM,78387363.33292463,1869,0,0,0,0
NM,78387363.33292463,1870,0,0,0,0
NM,78387363.33292463,1871,0,0,0,0
NM,78387363.33292463,1872,0,0,0,0
NM,78387363.33292463,1873,0,640,0,640
NM,78387363.33292463,1874,0,160,0,800
NM,78387363.33292463,1875,960,1284,960,2084
NM,78387363.33292463,1876,160,5541,1120,7625
NM,78387363.33292463,1877,0,1040,1120,8665
NM,78387363.33292463,1878,0,1159,1120,9824
NM,78387363.33292463,1879,160,1259,1280,11083
NM,78387363.33292463,1880,160,2000,1440,13083
NM,78387363.33292463,1881,0,38602,1440,51685
NM,78387363.33292463,1882,960,37166,2400,88851
NM,78387363.33292463,1883,320,81487,2720,170338
NM,78387363.33292463,1884,0,40215,2720,210553
NM,78387363.33292463,1885,0,27754,2720,238307
NM,78387363.33292463,1886,0,23143,2720,261450
NM,78387363.33292463,1887,0,15120,2720,276570
NM,78387363.33292463,1888,240.57,20758,2960.57,297328
NM,78387363.33292463,1889,80.5,19876,3041.07,317204
NM,78387363.33292463,1890,0,21573,3041.07,338777
NM,78387363.33292463,1891,160,36494,3201.07,375271
NM,78387363.33292463,1892,0,33438,3201.07,408709
NM,78387363.33292463,1893,0,53215,3201.07,461924
NM,78387363.33292463,1894,84.50666666,37210,3285.5766666600002,499134
NM,78387363.33292463,1895,82.25333333,30671,3367.82999999,529805
NM,78387363.33292463,1896,0,31474,3367.82999999,561279
NM,78387363.33292463,1897,0,41686,3367.82999999,602965
NM,78387363.33292463,1898,60539.91357144,56274,63907.74357143,659239
NM,78387363.33292463,1899,3680,52048,67587.74357143001,711287
NM,78387363.33292463,1900,0,45929,67587.74357143001,757216
NM,78387363.33292463,1901,27211.93000001,58789,94799.67357144001,816005
NM,78387363.33292463,1902,3840.37,55580,98640.04357144001,871585
NM,78387363.33292463,1903,17301.170000010003,67633,115941.21357145,939218
NM,78387363.33292463,1904,9974.199999999997,79850,125915.41357145,1019068
NM,78387363.33292463,1905,1937.45,128034,127852.86357145,1147102
NM,78387363.33292463,1906,160,157108,128012.86357145,1304210
NM,78387363.33292463,1907,320,206306,128332.86357145,1510516
NM,78387363.33292463,1908,750.815,394928,129083.67857145,1905444
NM,78387363.33292463,1909,119.72999999999999,565321,129203.40857145,2470765
NM,78387363.33292463,1910,204.305,495793,129407.71357144999,2966558
NM,78387363.33292463,1911,80,465527,129487.71357144999,3432085
NM,78387363.33292463,1912,0,495271,129487.71357144999,3927356
NM,78387363.33292463,1913,16534.93,1368393,146022.64357145,5295749
NM,78387363.33292463,1914,37737.198,1237489,183759.84157145,6533238
NM,78387363.33292463,1915,15807.679999999997,627298,199567.52157145,7160536
NM,78387363.33292463,1916,8952.690999999999,589888,208520.21257144999,7750424
NM,78387363.33292463,1917,800,562912,209320.21257144999,8313336
NM,78387363.33292463,1918,10555.02,620616,219875.23257144997,8933952
NM,78387363.33292463,1919,400,633853,220275.23257144997,9567805
NM,78387363.33292463,1920,360,935876,220635.23257144997,10503681
NM,78387363.33292463,1921,39.73,917654,220674.96257144999,11421335
NM,78387363.33292463,1922,332.54,938333,221007.50257145,12359668
NM,78387363.33292463,1923,1965.5,708175,222973.00257145,13067843
NM,78387363.33292463,1924,0,707029,222973.00257145,13774872
NM,78387363.33292463,1925,2829.3,567488,225802.30257144998,14342360
NM,78387363.33292463,1926,0,528436,225802.30257144998,14870796
NM,78387363.33292463,1927,0,447739,225802.30257144998,15318535
NM,78387363.33292463,1928,0,279996,225802.30257144998,15598531
NM,78387363.33292463,1929,0,337144,225802.30257144998,15935675
NM,78387363.33292463,1930,1718.42,204416,227520.72257145,16140091
NV,70828622.68166265,1862,0,0,0,0
NV,70828622.68166265,1863,0,0,0,0
NV,70828622.68166265,1864,0,0,0,0
NV,70828622.68166265,1865,0,0,0,0
NV,70828622.68166265,1866,0,0,0,0
NV,70828622.68166265,1867,0,0,0,0
NV,70828622.68166265,1868,0,0,0,0
NV,70828622.68166265,1869,0,0,0,0
NV,70828622.68166265,1870,0,1440,0,1440
NV,70828622.68166265,1871,0,160,0,1600
NV,70828622.68166265,1872,320,440,320,2040
NV,70828622.68166265,1873,835.94,320,1155.94,2360
NV,70828622.68166265,1874,12033.52,0,13189.460000000001,2360
NV,70828622.68166265,1875,17990.55346151,1437,31180.013461510003,3797
NV,70828622.68166265,1876,17414.862905579994,1990,48594.87636708999,5787
NV,70828622.68166265,1877,30980.045882460006,3984,79574.92224955,9771
NV,70828622.68166265,1878,0,4658,79574.92224955,14429
NV,70828622.68166265,1879,0,5203,79574.92224955,19632
NV,70828622.68166265,1880,0,1762,79574.92224955,21394
NV,70828622.68166265,1881,40,3394,79614.92224955,24788
NV,70828622.68166265,1882,1434.6000000000001,3954,81049.52224955,28742
NV,70828622.68166265,1883,0,2751,81049.52224955,31493
NV,70828622.68166265,1884,0,4515,81049.52224955,36008
NV,70828622.68166265,1885,0,3189,81049.52224955,39197
NV,70828622.68166265,1886,0,2999,81049.52224955,42196
NV,70828622.68166265,1887,0,1615,81049.52224955,43811
NV,70828622.68166265,1888,0,1912,81049.52224955,45723
NV,70828622.68166265,1889,0,1830,81049.52224955,47553
NV,70828622.68166265,1890,0,360,81049.52224955,47913
NV,70828622.68166265,1891,38.56,1791,81088.08224955,49704
NV,70828622.68166265,1892,0,677,81088.08224955,50381
NV,70828622.68166265,1893,0,798,81088.08224955,51179
NV,70828622.68166265,1894,0,931,81088.08224955,52110
NV,70828622.68166265,1895,0,160,81088.08224955,52270
NV,70828622.68166265,1896,0,320,81088.08224955,52590
NV,70828622.68166265,1897,0,1410,81088.08224955,54000
NV,70828622.68166265,1898,0,1409,81088.08224955,55409
NV,70828622.68166265,1899,0,1367,81088.08224955,56776
NV,70828622.68166265,1900,0,987,81088.08224955,57763
NV,70828622.68166265,1901,120,1195,81208.08224955,58958
NV,70828622.68166265,1902,748.29666667,1194,81956.37891622,60152
NV,70828622.68166265,1903,560,480,82516.37891622,60632
NV,70828622.68166265,1904,80,316,82596.37891622,60948
NV,70828622.68166265,1905,37.37,1476,82633.74891621999,62424
NV,70828622.68166265,1906,149.32,3467,82783.06891622,65891
NV,70828622.68166265,1907,0,7292,82783.06891622,73183
NV,70828622.68166265,1908,0,6258,82783.06891622,79441
NV,70828622.68166265,1909,0,3883,82783.06891622,83324
NV,70828622.68166265,1910,0,4446,82783.06891622,87770
NV,70828622.68166265,1911,0,6358,82783.06891622,94128
NV,70828622.68166265,1912,0,5745,82783.06891622,99873
NV,70828622.68166265,1913,0,12703,82783.06891622,112576
NV,70828622.68166265,1914,0,16990,82783.06891622,129566
NV,70828622.68166265,1915,0,25999,82783.06891622,155565
NV,70828622.68166265,1916,0,39073,82783.06891622,194638
NV,70828622.68166265,1917,40.24,36509,82823.30891622,231147
NV,70828622.68166265,1918,0,41227,82823.30891622,272374
NV,70828622.68166265,1919,0,23531,82823.30891622,295905
NV,70828622.68166265,1920,0,32872,82823.30891622,328777
NV,70828622.68166265,1921,0,24496,82823.30891622,353273
NV,70828622.68166265,1922,0,27883,82823.30891622,381156
NV,70828622.68166265,1923,0,37531,82823.30891622,418687
NV,70828622.68166265,1924,0,33027,82823.30891622,451714
NV,70828622.68166265,1925,41.150000000000006,30666,82864.45891622,482380
NV,70828622.68166265,1926,0,30148,82864.45891622,512528
NV,70828622.68166265,1927,0,23713,82864.45891622,536241
